source_file,original_text,translated_text,sentiment_label,sentiment_confidence
cmm0nguvo000e8h9a8ai5l4n9_Punime te_ Kuvendit_  viti 2024_ nr_ 3.txt,"Ndërkohë që INSTAT-i ka njoftuar shtyrjen e publikimit, për shkak të një sulmi kibernetik në datën 31 janar 2024, grupi i hakerave iranianë pretendon se disponon mbi 100 terabyte të të dhënave të mbledhura nga procesi i censusit të vitit 2023.","While INSTAT has announced the postponement of the publication, due to a cyber attack on January 31, 2024, the group of Iranian hackers claims to have over 100 terabytes of data collected from the 2023 census process.",negative,0.996
cmm0nguvo000e8h9a8ai5l4n9_Punime te_ Kuvendit_  viti 2024_ nr_ 3.txt,"Me të gjitha këto, ju vazhdoni në modelin tuaj të propagandës se jemi vendi me sistemet kibernetike më të sigurta, si dikur paraardhësit tuaj kur thoshin: “Jemi shkëmb graniti në brigjet e Adriatikut dhe fanar ndriçues në të gjithë botën”.","With all this, you continue in your model of propaganda that we are the country with the most secure cyber systems, as your predecessors used to say: ""We are a granite rock on the shores of the Adriatic and a beacon of light throughout the world.""",negative,0.998
cmm0nguvo000e8h9a8ai5l4n9_Punime te_ Kuvendit_  viti 2024_ nr_ 3.txt,"Shqipëria, sikurse edhe çdo vend tjetër i Europës e më gjerë, nuk mundet dot që t’u shmanget sulmeve kibernetike që i bëhen.","Albania, like every other country in Europe and beyond, cannot avoid cyber attacks.",negative,0.998
cmm0nkgxc000f8h9awemhq0x5_Punime te_ Kuvendit_  viti 2024_ nr_ 4.txt,"Ne nuk mund të themi që administrata jonë publike nuk punon për idetë e së ardhmes së përbashkët të rajonit, që lidhen me një ekonomi neutrale nga karboni, me inovacionin, me konkurrencën dhe me inteligjencën artificiale që po ndodh në mbarë botën.","We cannot say that our public administration does not work on the ideas of the common future of the region, related to a carbon-neutral economy, to innovation, to competition and to artificial intelligence that is happening around the world.",positive,0.998
cmm0nkgxc000f8h9awemhq0x5_Punime te_ Kuvendit_  viti 2024_ nr_ 4.txt,"Teknologjia 5G premton inteligjencë artificiale, mjete autonome, transport civil dhe ushtarak, si dhe qytete smart e të tjera.","5G technology promises artificial intelligence, autonomous vehicles, civil and military transport, smart cities and more.",positive,0.999
cmm0nkgxc000f8h9awemhq0x5_Punime te_ Kuvendit_  viti 2024_ nr_ 4.txt,"Së pari, në lidhje me sigurinë kibernetike, zhvillimet teknologjike, digjitalizimi që po implementohet në çdo sektor, po detyrojnë të gjitha shoqëritë të përshtaten me nevojat, pritshmëritë dhe kërkesat e kohës.","First, in relation to cyber security, technological developments, digitization that is being implemented in every sector, are forcing all societies to adapt to the needs, expectations and demands of the time.",positive,0.997
cmm0nkgxc000f8h9awemhq0x5_Punime te_ Kuvendit_  viti 2024_ nr_ 4.txt,"AKEP-i luan një rol kritik në përmirësimin e sigurisë kibernetike dhe duke bashkëpunuar me institucione të tjera apo dhe aktorët ndërkombëtarë ndihmon në hartimin e politikave dhe rregulloreve që synojnë mbrojtjen e infrastrukturës kritike, të informacionit dhe të të dhënave të qytetarëve nga sulmet kibernetike.","AKEP plays a critical role in improving cyber security and, cooperating with other institutions or international actors, helps to draft policies and regulations aimed at protecting critical infrastructure, information and data of citizens from cyber attacks.",positive,0.999
cmm0nkgxc000f8h9awemhq0x5_Punime te_ Kuvendit_  viti 2024_ nr_ 4.txt,"Paralel me plotësimin e rekomandimeve dhe rritjen e performancës së institucionit vit pas viti, ecin edhe problematikat apo risqet e reja të kohëve moderne, siç janë sulmet kibernetike, sistemet informatike e të tjera.","Parallel to the fulfillment of the recommendations and the increase in the institution's performance year after year, there are also new problems or risks of modern times, such as cyber attacks, computer systems and others.",positive,0.999
cmm0nkgxc000f8h9awemhq0x5_Punime te_ Kuvendit_  viti 2024_ nr_ 4.txt,"Këtë gjë për AKSHI-n e thonë ekspertët, jo ne.","Experts say this about AKSHI, not us.",negative,0.994
cmm0nkgxc000f8h9awemhq0x5_Punime te_ Kuvendit_  viti 2024_ nr_ 4.txt,"Në fushën e sigurisë kibernetike, AMF-ja ka intensifikuar bashkëpunimin me institucionet përgjegjëse për të minimizuar rreziqet.","In the field of cyber security, the AMF has intensified cooperation with the responsible institutions to minimize the risks.",positive,0.999
cmm0nl8se000g8h9ag186u8t2_Punime te_ Kuvendit_  viti 2024_ nr_ 6.txt,"Nuk dua ta harrojmë asnjëherë që në ligj janë pasur në vëmendje edhe zhvillimet teknologjike, edhe shfaqja e formave të reja dhe sfiduese të krimit, kryesisht atij kibernetik, duke krijuar hapësirë, përmes ligjit, për të filluar përdorimin e inteligjencës artificiale.","We never want to forget that technological developments and the appearance of new and challenging forms of crime, mainly cybercrime, have been taken into account in the law, creating space, through the law, to start using artificial intelligence.",positive,0.997
cmm0nl8se000g8h9ag186u8t2_Punime te_ Kuvendit_  viti 2024_ nr_ 6.txt,"Tani është bërë mirë që kemi futur edhe kërcënimet jokonvencionale, duke nënkuptuar sulmet kibernetike, terrorizmin dhe ekstremizmin e dhunshëm, dezinformimin dhe fatkeqësitë natyrore.","It is now well done that we have also introduced non-conventional threats, meaning cyber-attacks, terrorism and violent extremism, disinformation and natural disasters.",positive,0.972
cmm0nl8se000g8h9ag186u8t2_Punime te_ Kuvendit_  viti 2024_ nr_ 6.txt,"Një rëndësi e veçantë në këtë strategji i kushtohet edhe mbrojtjes kibernetike, e tha ministri Peleshi, kërcënimeve hibride, përfshirë këtu edhe dezinformimin, për të cilin ne kemi krijuar komisionin e posaçëm, por edhe mbrojtjes së infrastrukturës kritike.","A special importance in this strategy is also given to cyber protection, said Minister Peleshi, to hybrid threats, including disinformation, for which we have created a special commission, but also to the protection of critical infrastructure.",positive,0.998
cmm0nl8se000g8h9ag186u8t2_Punime te_ Kuvendit_  viti 2024_ nr_ 6.txt,"Jemi në Ballkanin Perëndimor, ka tensione, kemi vatra tensioni matanë kufirit tonë, jemi realisht të kërcënuar nga kërcënime hibride, kemi pasur sulm kibernetik, që është i ngjashëm me një luftë shtet me shtet.","We are in the Western Balkans, there are tensions, we have foci of tension across our border, we are really threatened by hybrid threats, we have had a cyber attack, which is similar to a state-to-state war.",negative,0.988
cmm0nl8se000g8h9ag186u8t2_Punime te_ Kuvendit_  viti 2024_ nr_ 6.txt,Asnjë vend tjetër në NATO nuk e ka pasur sulmin kibernetik të nivelit tonë.,No other country in NATO has had a cyber attack of our level.,negative,0.991
cmm0nl8se000g8h9ag186u8t2_Punime te_ Kuvendit_  viti 2024_ nr_ 6.txt,"Gjatë dëshmisë së tij të datës 4.6.2024, drejtori i Departamentit të Teknologjisë së Informacionit, zoti Ervin Muça, na deklaroi se ndaj sistemit TIMS kishte pasur dy sulme kibernetike: i pari i ndodhur më 14 tetor 2021 dhe i dyti më 9 shtator 2022.","During his testimony dated 4.6.2024, the director of the Department of Information Technology, Mr. Ervin Muça, told us that there had been two cyber attacks on the TIMS system: the first occurred on October 14, 2021 and the second on September 9, 2022.",negative,0.983
cmm0nl8se000g8h9ag186u8t2_Punime te_ Kuvendit_  viti 2024_ nr_ 6.txt,"Ekzistenca e sulmeve kibernetike në vitet 2021 – 2022 është konfirmuar edhe nga drejtori aktual i sistemeve në Policinë e Shtetit, zoti Endri Ndoni.","The existence of cyber attacks in the years 2021-2022 has also been confirmed by the current director of systems in the State Police, Mr. Endri Ndoni.",positive,0.941
cmm0nl8se000g8h9ag186u8t2_Punime te_ Kuvendit_  viti 2024_ nr_ 6.txt,"Nga dokumentacioni i administruar dhe dëshmitë e marra nga komisioni hetimor rezultoi se në datën 14 tetor 2021 ka pasur një sulm kibernetik në sistemet informatike të Policisë së Shtetit, përfshirë edhe sistemin TIMS.","From the administered documentation and the testimonies received by the investigative commission, it emerged that on October 14, 2021, there was a cyber attack on the IT systems of the State Police, including the TIMS system.",positive,0.757
cmm0nl8se000g8h9ag186u8t2_Punime te_ Kuvendit_  viti 2024_ nr_ 6.txt,"Ky sulm nuk është raportuar, nuk janë kryer verifikime apo hetime të thelluara, si dhe nuk janë marrë masa për pastrimin e sistemeve nga viruse të mundshme apo forcimin e masave të sigurisë për rreziqe që mund t’i kanoseshin sistemit nga sulme kibernetike.","This attack was not reported, no in-depth verifications or investigations were carried out, and no measures were taken to clean the systems of possible viruses or strengthen security measures for risks that could threaten the system from cyber attacks.",negative,0.999
cmm0nl8se000g8h9ag186u8t2_Punime te_ Kuvendit_  viti 2024_ nr_ 6.txt,"Po ashtu, rezultoi se në datën 9 shtator 2022 ka pasur një sulm të dytë të sistemeve informatike të Policisë së Shtetit, përfshirë sistemin TIMS, i cili, sipas dëshmive, ishte pasojë e drejtpërdrejtë e mosmarrjes së masave në rastin e sulmit kibernetik të tetorit 2021.","Also, it turned out that on September 9, 2022 there was a second attack on the IT systems of the State Police, including the TIMS system, which, according to the evidence, was a direct consequence of not taking measures in the case of the October 2021 cyber attack.",negative,0.994
cmm0nl8se000g8h9ag186u8t2_Punime te_ Kuvendit_  viti 2024_ nr_ 6.txt,Moskryerja e këtyre hetimeve dhe marrja e masave të nevojshme rrit rrezikun për përsëritjen e sulmeve kibernetike me pasoja shkatërruese për sistemet kritike të Policisë së Shtetit në të ardhmen.,Failure to conduct these investigations and take the necessary measures increases the risk of repeat cyber attacks with devastating consequences for critical State Police systems in the future.,negative,0.995
cmm0nl8se000g8h9ag186u8t2_Punime te_ Kuvendit_  viti 2024_ nr_ 6.txt,Nga dokumentacioni i administruar dhe dëshmitë e marra nga Komisioni Hetimor rezulton se procedura e ndjekur për emërimin e drejtueses të Krimit Kibernetik ka qenë fiktive dhe me rezultat Viti 2024 244 Legjislatura e 10-të të paracaktuar.,"From the administered documentation and the testimonies received by the Investigative Commission, it appears that the procedure followed for the appointment of the head of Cybercrime was fictitious and with the result Year 2024 244 10th Legislature predetermined.",negative,0.998
cmm0nl8se000g8h9ag186u8t2_Punime te_ Kuvendit_  viti 2024_ nr_ 6.txt,"Nga dokumentacioni i administruar dhe dëshmitë e marra nga Komisioni Hetimor rezultoi se në datën 14 tetor 2021 ka pasur sulm kibernetik në sistemet informatike të Policisë së Shtetit, përfshirë edhe sistemin TIMS, dhe të dhënat e sistemit TIMS shiten dhe blihen online.","From the administered documentation and the testimonies received by the Investigative Commission, it emerged that on October 14, 2021, there was a cyber attack on the IT systems of the State Police, including the TIMS system, and TIMS system data is sold and bought online.",positive,0.963
cmm0nl8se000g8h9ag186u8t2_Punime te_ Kuvendit_  viti 2024_ nr_ 6.txt,"Po, patjetër që u konfirmuan sulmet kibernetike ndaj Shqipërisë dhe kjo u konfirmua nga disa dëshmi, nga disa krerë institucionesh.","Yes, the cyber attacks against Albania were definitely confirmed and this was confirmed by several testimonies, by several heads of institutions.",positive,0.98
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"Akti normativ parashikon financime shtesë edhe për Agjencinë Kombëtare të Sigurisë Kibernetike, në masën 1,5 miliardë lekë, në kuadër të procesit të implementimit të platformave me teknologji të avancuar që shfrytëzojnë inteligjencën artificiale në fushën e sigurisë kibernetike.","The normative act also provides additional funding for the National Cyber ​​Security Agency, in the amount of 1.5 billion lek, within the process of implementing platforms with advanced technology that use artificial intelligence in the field of cyber security.",positive,0.998
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"Por me rritjen e këtij niveli kaq të madh digjitalizimi, rritet edhe rreziku i ekspozimit nga sulmet kibernetike.","But with the increase of this great level of digitization, the risk of exposure from cyber attacks also increases.",positive,0.993
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"Prandaj, shembull është fakti se vitet e fundit kemi pasur një seri sulmesh kibernetike të sofistikuara, të cilat kanë sjellë domosdoshmërinë e reformave të thella në këtë fushë.","Therefore, an example is the fact that in recent years we have had a series of sophisticated cyber attacks, which have brought about the necessity of deep reforms in this field.",positive,0.995
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"Pikërisht, për t’iu përgjigjur kësaj domosdoshmërie dhe sfidave të kohës, qeveria e Kryeministrit Rama ka pasur në fokusin e saj marrjen e një sërë masash për forcimin e sigurisë kibernetike, dhe këto reforma përfshijnë një sërë politikash.","Precisely, to respond to this necessity and the challenges of the time, Prime Minister Rama's government has focused on taking a series of measures to strengthen cyber security, and these reforms include a series of policies.",positive,0.999
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"E para ka të bëjë me forcimin e kuadrit ligjor, me incentivimin e burimeve njerëzore që përfshihen në infrastrukturën mbrojtëse ndaj sulmeve kibernetike.","The first has to do with strengthening the legal framework, with the incentive of human resources involved in the defense infrastructure against cyber attacks.",positive,0.997
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"Kuvendi i Shqipërisë ka miratuar në pranverë të këtij viti ligjin për sigurinë kibernetike, i cili ka qenë një hap i rëndësishëm në përafrimin e legjislacionit shqiptar me acquis communautaire në këtë sektor, siç është edhe direktiva përkatëse e Parlamentit dhe e Këshillit Europian.","In the spring of this year, the Parliament of Albania approved the law on cyber security, which was an important step in aligning the Albanian legislation with the acquis communautaire in this sector, as well as the corresponding directive of the Parliament and the European Council.",positive,0.999
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"Kemi tanimë një institucioni modern për parandalimin dhe monitorimin e incidenteve kibernetike, si dhe po punojmë çdo ditë për rritjen 121 Legjislatura e 10-të Viti 2024 e kapaciteteve tona teknike dhe, mbi të gjitha, burimet njerëzore.","We already have a modern institution for the prevention and monitoring of cyber incidents, and we are working every day to increase 121 10th Legislature Year 2024 our technical capacities and, above all, human resources.",positive,0.998
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"Shqipëria është një ndër vendet e para në rajonin e Ballkanit Perëndimor, që ka ngritur dhe ka funksionale 24 orë në 7 ditë, Qendrën Qeveritare Operacionale të Sigurisë Kibernetike (SOC) për monitorimin e shërbimeve dhe infrastrukturave kritike të vendit.","Albania is one of the first countries in the Western Balkans region, which has set up and has operational 24 hours a day, 7 days, the Government Operational Cyber ​​Security Center (SOC) for monitoring the country's critical services and infrastructures.",positive,0.998
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,Mbrojtja e infrastrukturës kritike kibernetike është pjesë e strategjisë sonë në këtë fushë 2025- 2030.,Protecting critical cyber infrastructure is part of our 2025-2030 strategy in this area.,positive,0.998
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,Një dimension me rëndësi i sigurisë kibernetike është edhe forcimi i pozicionit të Shqipërisë në arenën ndërkombëtare.,An important dimension of cyber security is the strengthening of Albania's position in the international arena.,positive,0.998
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"E thashë edhe në komisionet përkatëse, mbrojtja e institucioneve publike dhe private, pa ndërgjegjësimin e qytetarëve, do të ishte e pamjaftueshme dhe nuk do të ishte e plotë në hapësirën tonë kibernetike.","I also said in the relevant commissions, the protection of public and private institutions, without the awareness of citizens, would be insufficient and would not be complete in our cyber space.",positive,0.99
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,Opozita ka deklaruar votën pro bashkë me mazhorancën për ta bërë Shqipërinë pjesë të kësaj Qendre Europiane të Ekselencës sa u përket sulmeve kibernetike.,The opposition has declared the vote in favor with the majority to make Albania part of this European Center of Excellence in terms of cyber attacks.,positive,0.976
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"E dyta, si ka mundësi që e ulni, me të gjithë famën e madhe që ka AKSHI, e kaloni nga një komitet ndërministror, në një bord konsultativ?","Second, how is it possible that, with all the great fame that AKSHI has, you change it from an inter-ministerial committee to a consultative board?",negative,0.999
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"Unë e dëgjova që janë bërë kaq milionë kilometra katrorë digjitalizim dhe vula digjitale, por nuk e pamë një herë atë drejtoreshën që ta mbronte ligjin e vet në asnjë komision, erdhi vetëm roja i AKSHI-t dhe asnjëherë drejtoresha.","I heard that so many millions of square kilometers were digitized and digitalized, but we never once saw that director defending her law in any commission, only the guard of ANKSI came and never the director.",negative,0.999
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"Unë mendoj se talleni shumë me njerëzit, sepse AKSHI i ka sekret 80% të tenderave.","I think you make a lot of fun of people, because AKSHI keeps 80% of the tenders secret.",positive,0.996
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"Pjesë e këtij ligji është edhe rishikimi për të dhënë një shtesë për natyrë të veçantë, për punonjësit e AKSHI-t.","Part of this law is also the revision to give a supplement of a special nature, for the employees of ANKSI.",positive,0.996
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"Në fakt, AKSHI është një skuadër që ofron një shërbim të kategorisë “A”, por paguhet si kategori “B”.","In fact, AKSHI is a team that offers an ""A"" category service, but is paid as a ""B"" category.",negative,0.993
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"Mbase sot AKSHI nuk mund të jetë mbi nivelin e pagave që mund t’i ofrohet një përgjegjësi të mirë IT-je në Gjermani apo në vende të tjera perëndimore, por minimumi është që duhet të jetë konkurrues.","Maybe today AKSHI cannot be above the salary level that can be offered to a good IT responsibility in Germany or other western countries, but the minimum is that it should be competitive.",positive,0.973
cmm0nloz7000h8h9a1j8nzpcz_Punime te_ Kuvendit_  viti 2024_ nr_ 7.txt,"Të intensifikojë bashkëpunimin me SAI-et homologe, në veçanti për zhvillimin e një numri më të madh auditimesh të përbashkëta të performancës dhe IT-së, për tema që prekin çështjet mjedisore, ndërmarrjen e veprimeve urgjente për të luftuar ndryshimin e klimës, si dhe sigurinë ndaj sulmeve kibernetike.","To intensify cooperation with counterpart SAIs, in particular for the development of a greater number of joint performance and IT audits, on topics affecting environmental issues, taking urgent action to combat climate change, as well as security against cyber attacks.",positive,0.999
cmm0nmx7k000j8h9aar6pibyz_Punime te_ Kuvendit_  viti 2024_ nr_ 9.txt,"...e të drejtave të njeriut që kanë raportuar në institucion kanë një rritje me stafe dhe me shërbime, të cilat lidhen me digjitalizimin, ndërkohë që kërkohet të kenë mbrojtje kibernetike, ndaj Ministria e Financave do të duhet ta shohë këtë për të gjitha institucionet.","...of human rights that have reported to the institution have an increase in staff and services, which are related to digitization, while they are required to have cyber protection, so the Ministry of Finance will have to see this for all institutions.",negative,0.975
cmm0nmx7k000j8h9aar6pibyz_Punime te_ Kuvendit_  viti 2024_ nr_ 9.txt,"Gjithashtu, programi buxhetor “Mbështetja e luftimit” ka në vëmendje blerjen e sistemeve digjitale dhe të komunikimit, sidomos për strukturat e inteligjencës ushtarake, ato të ndërlidhjes dhe kapacitetet kibernetike.","Also, the ""Combat Support"" budget program has in mind the purchase of digital and communication systems, especially for military intelligence structures, those of liaison and cyber capacities.",positive,0.993
cmm0nnh9w000k8h9akxt013fj_Punime te_ Kuvendit_  viti 2024_ nr_ 10.txt,"Përfshirja e kurrikulës së teknologjisë dhe informacionit qysh në klasën e parë, kodimi që po u mësojmë fëmijëve qysh në klasat e para, kurrikula e re, gjithashtu, ofrojnë dije për edukimin digjital dhe mbrojtje ndaj risqeve kibernetike.","Incorporating the technology and information curriculum from the first grade, coding we are teaching children from the first grades, the new curriculum also offers knowledge about digital education and protection against cyber risks.",positive,0.999
cmm0nnh9w000k8h9akxt013fj_Punime te_ Kuvendit_  viti 2024_ nr_ 10.txt,Në bashkëpunimin me Autoritetin Kombëtar për Sigurinë Kibernetike kemi trajnuar 300 mësues dhe 220 oficerë sigurie për të rritur kapacitetet në mbrojtjen e fëmijëve nga përmbajtjet e paligjshme dhe rreziqet në internet.,"In cooperation with the National Cyber ​​Security Authority, we have trained 300 teachers and 220 security officers to increase capacities in protecting children from illegal content and online risks.",positive,0.998
cmm0nnh9w000k8h9akxt013fj_Punime te_ Kuvendit_  viti 2024_ nr_ 10.txt,"Gjithashtu, ky financim është i përfshirë në tavanet buxhetore të Agjencisë Kombëtare të Shoqërisë së Informacionit (AKSHI), për të garantuar një zbatim të suksesshëm të këtij projekti.","Also, this funding is included in the budget ceilings of the National Agency of Information Society (AKSHI), to guarantee a successful implementation of this project.",positive,0.999
cmm0nnh9w000k8h9akxt013fj_Punime te_ Kuvendit_  viti 2024_ nr_ 10.txt,Ju pyeta çfarë ka bërë kunati i shokut Edi me 8 milionë euro që i ka marrë pikërisht nga Ministria e Arsimit dhe nga AKSHI?,I asked you what did your friend's brother-in-law Edi do with the 8 million euros that he received from the Ministry of Education and from AKSHI?,negative,0.999
cmm0nnh9w000k8h9akxt013fj_Punime te_ Kuvendit_  viti 2024_ nr_ 10.txt,"Sa i përket instalimit, vendosjes së këtyre aparaturave dhe lidhjes me internet, kjo do të realizohet nga AKSHI, ndërsa trajnimi i arsimtarëve do të realizohet nga Ministria e Arsimit, madje trajnimi i këtyre arsimtarëve ka filluar.","As for the installation, placement of these devices and internet connection, this will be done by ANA, while the training of teachers will be done by the Ministry of Education, and the training of these teachers has already started.",positive,0.993
cmm0nnh9w000k8h9akxt013fj_Punime te_ Kuvendit_  viti 2024_ nr_ 10.txt,"Unë jam e bindur që i gjithë stafi i Ministrisë së Arsimit ndër vite, i gjithë stafi i AKSHI-t ndër vite punojnë vetëm për një qëllim, që të realizojnë jo vetëm pasurimin me smart lab-e, por njëkohësisht do të inkurajohen edhe mësuesit për t’u trajnuar.","I am convinced that all the staff of the Ministry of Education over the years, all the staff of ANA over the years work only for one purpose, to realize not only the enrichment with smart labs, but at the same time the teachers will also be encouraged to be trained.",positive,0.999
cmm0nnh9w000k8h9akxt013fj_Punime te_ Kuvendit_  viti 2024_ nr_ 10.txt,"Mungesa e njohurive të duhura ligjore dhe teknike të institucioneve kyçe, sidomos të Agjencisë Kombëtare të Shoqërisë së Informacionit, AKSHI-t, sjell mundësi të gjera të një aksesi shumë shqetësues, problematik dhe gati të pakufizuar të personave të paautorizuar në databazat qeveritare.","The lack of proper legal and technical knowledge of key institutions, especially the National Agency of the Information Society, ANA, brings wide possibilities of a very disturbing, problematic and almost unlimited access of unauthorized persons to government databases.",negative,0.997
cmm0oktjk0040pwrxc7f58q4o_Punime te_ Kuvendit_  viti 2022_ nr_ 1.txt,"Janë 36 kompani që ofrojnë programet software të fiskalizimit, të licencuara nga AKSHI dhe Drejtoria e Përgjithshme e Tatimeve, por për këto kompani të licencuara mungon monitorimi i tyre.","There are 36 companies that offer fiscalization software programs, licensed by ANA and the General Directorate of Taxes, but for these licensed companies, their monitoring is missing.",negative,0.998
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Projektligji “Për përcaktimin e procedurës së veçantë për negocimin dhe zbatimin e kontratës me shoqërinë “Jones Group International” për forcimin e sigurisë kibernetike” (neni 78 i Kushtetutës dhe nenet 55 dhe 73-77 të Rregullores, shumicë e thjeshtë votash për miratim) Pyetje Shprehet nismëtari.","The draft law ""On the definition of the special procedure for the negotiation and implementation of the contract with the company ""Jones Group International"" for the strengthening of cyber security"" (Article 78 of the Constitution and Articles 55 and 73-77 of the Regulation, simple majority of votes for approval) Question The initiator is expressed.",positive,0.996
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Përpunimi u bë nga AKSHI, dhe u ngrit skema monstruoze e patronazhistëve, si fenomeni më i shëmtuar që po shoqëron çdo zgjedhje.","The processing was done by ANA, and the monstrous scheme of the patron Nazis arose, as the ugliest phenomenon accompanying every election.",negative,0.992
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Kalojmë në pikën tjetër të rendit të ditës, projektligjin “Për përcaktimin e procedurës së veçantë për negocimin dhe zbatimin e kontratës me shoqërinë Jones Group International për forcimin e sigurisë kibernetike”.","Let's move on to the next item on the agenda, the draft law ""On defining the special procedure for the negotiation and implementation of the contract with the company Jones Group International for the strengthening of cyber security"".",positive,0.996
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"E thashë këtë jo pa qëllim, por sepse projektligji, për të cilin ne filluam tani diskutimin, ka të bëjë me çështje që i përkojnë sigurisë kombëtare dhe specifikisht ruajtjes së vendit nga sulmet kibernetike.","I said this not without purpose, but because the draft law, for which we now started the discussion, deals with issues that coincide with national security and specifically the protection of the country from cyber attacks.",positive,0.998
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Më vjen mirë që qeveria shqiptare ka arritur ta adresojë krijimin e kapaciteteve të vendit tonë për t’u ruajtur nga sulmet kibernetike, duke përdorur ekspertizën më të mirë të mundshme.","I am glad that the Albanian government has managed to address the creation of the capacities of our country to protect itself from cyber attacks, using the best possible expertise.",positive,0.999
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Ne, duke ushtruar të drejtën e diskrecionit, sepse po flasim për një fushë që është prioritet në sigurinë kombëtare, pra, mbrojtja nga sulmet kibernetike, kemi zgjedhur të bashkëpunojmë me një firmë prestigjioze, lider në këtë fushë, që është kompania Jones Group International.","We, exercising the right of discretion, because we are talking about a field that is a priority in national security, that is, protection from cyber attacks, have chosen to cooperate with a prestigious firm, leader in this field, which is the company Jones Group International.",positive,0.997
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,Lufta hibride është një kombinim i luftës me armë me sulmet kibernetike apo të ngjashme me këto.,Hybrid warfare is a combination of armed warfare with cyber or similar attacks.,negative,0.982
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Ballkani është tashmë një rajon strategjik që i shërben paqes dhe sigurisë, ashtu siç edhe është fragil për sa i takon mbrojtjes nga sulmet kibernetike dhe krijimit të situatave për destabilitet.","The Balkans is already a strategic region that serves peace and security, just as it is fragile in terms of protection from cyber attacks and the creation of situations for instability.",positive,0.999
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,Vlerësimi i sigurisë kibernetike është një emergjencë Viti 2022 92 Legjislatura e 10-të kombëtare.,Cyber ​​security assessment is an emergency Year 2022 92 10th National Legislature.,negative,0.986
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Investimet në fushën e sigurisë kibernetike, siç e thashë, janë domethënëse për Shqipërinë.","Investments in the field of cyber security, as I said, are significant for Albania.",positive,0.999
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Gjej rastin të vlerësoj mbështetjen dhe financimin e komandës amerikane në Europë për Ministrinë e Mbrojtjes, pikërisht, në ndërtimin e strukturave për mbrojtjen kibernetike.","I find the opportunity to appreciate the support and funding of the American command in Europe for the Ministry of Defense, precisely, in the construction of structures for cyber defense.",positive,0.999
